image_id,source_image_id,port,country,original_gsd,target_gsd,modality,degradation,upscale_method,label_type,split,verification_status,lat,lon,zoom,width,height,n_ships,scene_type,ground_w_m,ground_h_m,field_gsd,date
100000001,100000001,murmansk,RU,0.2136,10.00,optical_rgb,none,none,obb+hbb,train,coord_match,69.040297,33.070036,18,1166,753,1,sealand,249.1,160.9,1.07,2014-07-01
100000002,100000002,murmansk,RU,0.2136,10.00,optical_rgb,none,none,obb+hbb,train,coord_match,69.040297,33.070036,18,1146,818,1,sealand,244.8,174.7,1.07,2015-04-06
100000003,100000003,murmansk,RU,0.2136,10.00,optical_rgb,none,none,obb+hbb,test,coord_match,69.040297,33.070036,18,1155,820,1,sealand,246.7,175.2,1.07,2014-06-04
100000004,100000004,murmansk,RU,0.2136,10.00,optical_rgb,none,none,obb+hbb,train,coord_match,69.040297,33.070036,18,1168,804,1,sealand,249.5,171.7,1.07,2014-05-29
100000005,100000005,murmansk,RU,0.2136,10.00,optical_rgb,none,none,obb+hbb,test,coord_match,69.040297,33.070036,18,1189,787,1,sealand,254.0,168.1,1.07,2013-05-23
100000006,100000006,murmansk,RU,0.2136,10.00,optical_rgb,none,none,obb+hbb,val,coord_match,69.040297,33.070036,18,1172,816,1,sealand,250.4,174.3,1.07,1900-01-01
100000007,100000007,murmansk,RU,0.2136,10.00,optical_rgb,none,none,obb+hbb,train,coord_match,69.040297,33.070036,18,1112,817,1,sealand,237.5,174.5,1.07,2012-06-25
100000008,100000008,murmansk,RU,0.2136,10.00,optical_rgb,none,none,obb+hbb,train,coord_match,69.040297,33.070036,18,1053,788,1,sealand,224.9,168.3,1.07,2011-08-23
100000009,100000009,murmansk,RU,0.2136,10.00,optical_rgb,none,none,obb+hbb,train,coord_match,69.040297,33.070036,18,1138,833,1,sealand,243.1,177.9,1.07,2010-04-10
100000010,100000010,murmansk,RU,0.2136,10.00,optical_rgb,none,none,obb+hbb,val,coord_match,69.040297,33.070036,18,1186,815,1,sealand,253.3,174.1,1.07,2010-04-02
100000011,100000011,murmansk,RU,0.2136,10.00,optical_rgb,none,none,obb+hbb,train,coord_match,69.040297,33.070036,18,1174,818,2,sealand,250.8,174.7,1.07,2005-07-07
100000012,100000012,murmansk,RU,0.2115,10.00,optical_rgb,none,none,obb+hbb,unassigned,coord_match,69.259939,33.326683,18,1137,819,0,sealand,240.4,173.2,1.07,2014-05-29
100000013,100000013,murmansk,RU,0.2115,10.00,optical_rgb,none,none,obb+hbb,unassigned,coord_match,69.259939,33.326683,18,1183,813,0,sealand,250.2,171.9,1.07,2013-07-31
100000014,100000014,murmansk,RU,0.2115,10.00,optical_rgb,none,none,obb+hbb,unassigned,coord_match,69.259939,33.326683,18,1168,802,0,sealand,247.0,169.6,1.07,2013-05-23
100000015,100000015,murmansk,RU,0.2115,10.00,optical_rgb,none,none,obb+hbb,unassigned,coord_match,69.259939,33.326683,18,1153,805,0,sealand,243.8,170.2,1.07,2012-05-14
100000016,100000016,murmansk,RU,0.2115,10.00,optical_rgb,none,none,obb+hbb,unassigned,coord_match,69.259939,33.326683,18,1155,804,0,sealand,244.3,170.0,1.07,2011-04-15
100000017,100000017,murmansk,RU,0.2115,10.00,optical_rgb,none,none,obb+hbb,unassigned,coord_match,69.259939,33.326683,18,1179,828,0,sealand,249.3,175.1,1.07,2010-06-25
100000018,100000018,murmansk,RU,0.2115,10.00,optical_rgb,none,none,obb+hbb,unassigned,coord_match,69.259939,33.326683,18,1202,821,0,sealand,254.2,173.6,1.07,2007-06-15
100000019,100000019,murmansk,RU,0.2115,10.00,optical_rgb,none,none,obb+hbb,unassigned,coord_match,69.259939,33.326683,18,1188,828,0,sealand,251.2,175.1,1.07,2007-05-23
100000020,100000020,murmansk,RU,0.2115,10.00,optical_rgb,none,none,obb+hbb,unassigned,coord_match,69.259939,33.326683,18,1146,813,0,sealand,242.3,171.9,1.07,2005-07-07
100000021,100000021,murmansk,RU,0.2115,10.00,optical_rgb,none,none,obb+hbb,unassigned,coord_match,69.259939,33.326683,18,1187,820,0,sealand,251.0,173.4,1.07,2005-07-02
100000022,100000022,murmansk,RU,0.2115,10.00,optical_rgb,none,none,obb+hbb,unassigned,coord_match,69.259939,33.326683,18,1195,822,0,sealand,252.7,173.8,1.07,2005-06-11
100000023,100000023,murmansk,RU,0.2115,10.00,optical_rgb,none,none,obb+hbb,unassigned,coord_match,69.259939,33.326683,18,1183,817,0,sealand,250.2,172.8,1.07,2002-05-01
100000024,100000024,murmansk,RU,0.2115,10.00,optical_rgb,none,none,obb+hbb,unassigned,coord_match,69.259939,33.326683,18,1146,813,0,sealand,242.3,171.9,1.07,2004-05-26
100000025,100000025,murmansk,RU,0.2115,10.00,optical_rgb,none,none,obb+hbb,unassigned,coord_match,69.259939,33.326683,18,1152,817,0,sealand,243.6,172.8,1.07,2004-05-28
100000026,100000026,murmansk,RU,0.2115,10.00,optical_rgb,none,none,obb+hbb,unassigned,coord_match,69.259939,33.326683,18,1187,825,0,sealand,251.0,174.5,1.07,2004-10-14
100000027,100000027,murmansk,RU,0.2115,10.00,optical_rgb,none,none,obb+hbb,unassigned,coord_match,69.261914,33.320219,18,1166,819,0,sealand,246.6,173.2,1.07,2014-05-29
100000028,100000028,murmansk,RU,0.2115,10.00,optical_rgb,none,none,obb+hbb,unassigned,coord_match,69.261914,33.320219,18,1192,819,0,sealand,252.1,173.2,1.07,2013-07-31
100000029,100000029,murmansk,RU,0.2115,10.00,optical_rgb,none,none,obb+hbb,unassigned,coord_match,69.261914,33.320219,18,1169,832,0,sealand,247.2,175.9,1.07,2013-05-23
100000030,100000030,murmansk,RU,0.2115,10.00,optical_rgb,none,none,obb+hbb,unassigned,coord_match,69.261914,33.320219,18,1191,791,0,sealand,251.8,167.3,1.07,2012-05-14
100000031,100000031,murmansk,RU,0.2115,10.00,optical_rgb,none,none,obb+hbb,unassigned,coord_match,69.261914,33.320219,18,1164,813,0,sealand,246.1,171.9,1.07,2011-04-15
100000032,100000032,murmansk,RU,0.2115,10.00,optical_rgb,none,none,obb+hbb,unassigned,coord_match,69.261914,33.320219,18,1197,823,0,sealand,253.1,174.0,1.07,2010-06-25
100000033,100000033,murmansk,RU,0.2115,10.00,optical_rgb,none,none,obb+hbb,unassigned,coord_match,69.261914,33.320219,18,1176,820,0,sealand,248.7,173.4,1.07,2007-06-15
100000034,100000034,murmansk,RU,0.2115,10.00,optical_rgb,none,none,obb+hbb,unassigned,coord_match,69.261914,33.320219,18,1107,822,0,sealand,234.1,173.8,1.07,2007-05-23
100000035,100000035,murmansk,RU,0.2115,10.00,optical_rgb,none,none,obb+hbb,unassigned,coord_match,69.261914,33.320219,18,1175,814,0,sealand,248.5,172.1,1.07,2005-07-07
100000036,100000036,murmansk,RU,0.2115,10.00,optical_rgb,none,none,obb+hbb,unassigned,coord_match,69.261914,33.320219,18,1183,812,0,sealand,250.1,171.7,1.07,2005-07-02
100000037,100000037,murmansk,RU,0.2115,10.00,optical_rgb,none,none,obb+hbb,unassigned,coord_match,69.261914,33.320219,18,1193,817,0,sealand,252.3,172.8,1.07,2005-07-02
100000038,100000038,murmansk,RU,0.2115,10.00,optical_rgb,none,none,obb+hbb,unassigned,coord_match,69.261914,33.320219,18,1189,825,0,sealand,251.4,174.4,1.07,2005-06-11
100000039,100000039,murmansk,RU,0.2115,10.00,optical_rgb,none,none,obb+hbb,unassigned,coord_match,69.261914,33.320219,18,1177,834,0,sealand,248.9,176.4,1.07,2004-10-14
100000040,100000040,murmansk,RU,0.2115,10.00,optical_rgb,none,none,obb+hbb,unassigned,coord_match,69.261914,33.320219,18,1177,823,0,sealand,248.9,174.0,1.07,2004-10-14
100000041,100000041,murmansk,RU,0.2115,10.00,optical_rgb,none,none,obb+hbb,unassigned,coord_match,69.261914,33.320219,18,1183,815,0,sealand,250.1,172.3,1.07,2004-05-28
100000042,100000042,murmansk,RU,0.2115,10.00,optical_rgb,none,none,obb+hbb,unassigned,coord_match,69.261914,33.320219,18,1192,821,0,sealand,252.1,173.6,1.07,2004-05-26
100000043,100000043,murmansk,RU,0.2115,10.00,optical_rgb,none,none,obb+hbb,unassigned,coord_match,69.261914,33.320219,18,1174,817,0,sealand,248.2,172.8,1.07,2002-05-01
100000044,100000044,murmansk,RU,0.1057,10.00,optical_rgb,none,none,obb+hbb,unassigned,coord_match,69.261914,33.320219,19,1161,813,0,sea,122.7,86.0,0.54,2005-07-07
100000045,100000045,murmansk,RU,0.2115,10.00,optical_rgb,none,none,obb+hbb,unassigned,coord_match,69.261914,33.320219,18,1153,793,0,sea,243.8,167.7,1.07,2007-06-15
100000046,100000046,murmansk,RU,0.1057,10.00,optical_rgb,none,none,obb+hbb,unassigned,coord_match,69.259939,33.326683,19,1170,818,0,sealand,123.7,86.5,0.54,2007-06-15
100000047,100000047,murmansk,RU,0.2115,10.00,optical_rgb,none,none,obb+hbb,unassigned,coord_match,69.25895,33.340597,18,1181,828,0,sealand,249.8,175.1,1.07,2014-05-29
100000048,100000048,murmansk,RU,0.2115,10.00,optical_rgb,none,none,obb+hbb,unassigned,coord_match,69.25895,33.340597,18,1170,819,0,sealand,247.4,173.2,1.07,2013-07-31
100000049,100000049,murmansk,RU,0.2115,10.00,optical_rgb,none,none,obb+hbb,unassigned,coord_match,69.25895,33.340597,18,1158,828,0,sealand,244.9,175.1,1.07,2013-05-23
100000050,100000050,murmansk,RU,0.2115,10.00,optical_rgb,none,none,obb+hbb,unassigned,coord_match,69.25895,33.340597,18,1148,796,0,sealand,242.8,168.3,1.07,2012-05-14
100000051,100000051,murmansk,RU,0.2115,10.00,optical_rgb,none,none,obb+hbb,unassigned,coord_match,69.25895,33.340597,18,1135,800,0,sealand,240.0,169.2,1.07,2011-04-15
100000052,100000052,murmansk,RU,0.2115,10.00,optical_rgb,none,none,obb+hbb,unassigned,coord_match,69.25895,33.340597,18,1183,818,0,sealand,250.2,173.0,1.07,2010-06-25
100000053,100000053,murmansk,RU,0.2115,10.00,optical_rgb,none,none,obb+hbb,unassigned,coord_match,69.25895,33.340597,18,1173,802,0,sealand,248.1,169.6,1.07,2007-06-15
100000054,100000054,murmansk,RU,0.2115,10.00,optical_rgb,none,none,obb+hbb,unassigned,coord_match,69.25895,33.340597,18,1153,821,0,sealand,243.8,173.6,1.07,2007-05-23
100000055,100000055,murmansk,RU,0.2115,10.00,optical_rgb,none,none,obb+hbb,unassigned,coord_match,69.25895,33.340597,18,1193,821,0,sealand,252.3,173.6,1.07,2005-07-02
100000056,100000056,murmansk,RU,0.2115,10.00,optical_rgb,none,none,obb+hbb,unassigned,coord_match,69.25895,33.340597,18,1183,827,0,sealand,250.2,174.9,1.07,2005-06-11
100000057,100000057,murmansk,RU,0.2115,10.00,optical_rgb,none,none,obb+hbb,unassigned,coord_match,69.25895,33.340597,18,1175,813,0,sealand,248.5,171.9,1.07,2005-05-19
100000058,100000058,murmansk,RU,0.2115,10.00,optical_rgb,none,none,obb+hbb,unassigned,coord_match,69.25895,33.340597,18,1164,818,0,sealand,246.2,173.0,1.07,2004-10-14
100000059,100000059,murmansk,RU,0.2115,10.00,optical_rgb,none,none,obb+hbb,unassigned,coord_match,69.25895,33.340597,18,1174,828,0,sealand,248.3,175.1,1.07,2004-05-28
100000060,100000060,murmansk,RU,0.2115,10.00,optical_rgb,none,none,obb+hbb,unassigned,coord_match,69.25895,33.340597,18,1167,831,0,sealand,246.8,175.7,1.07,2004-05-26
100000061,100000061,murmansk,RU,0.2115,10.00,optical_rgb,none,none,obb+hbb,unassigned,coord_match,69.25895,33.340597,18,1195,827,0,sealand,252.7,174.9,1.07,2002-05-01
100000062,100000062,murmansk,RU,0.2118,10.00,optical_rgb,none,none,obb+hbb,unassigned,coord_match,69.230936,33.464692,18,1186,813,0,sealand,251.1,172.2,1.07,2015-04-07
100000063,100000063,murmansk,RU,0.2114,10.00,optical_rgb,none,none,obb+hbb,unassigned,coord_match,69.265086,33.343972,18,1329,830,0,sealand,281.0,175.5,1.07,2002-05-01
100000064,100000064,murmansk,RU,0.2114,10.00,optical_rgb,none,none,obb+hbb,unassigned,coord_match,69.265086,33.343972,18,1321,814,0,sealand,279.3,172.1,1.07,2004-05-26
100000065,100000065,murmansk,RU,0.2114,10.00,optical_rgb,none,none,obb+hbb,unassigned,coord_match,69.265086,33.343972,18,1333,822,0,sealand,281.8,173.8,1.07,2004-05-28
100000066,100000066,murmansk,RU,0.2114,10.00,optical_rgb,none,none,obb+hbb,unassigned,coord_match,69.265086,33.343972,18,1323,821,0,sealand,279.7,173.6,1.07,2004-10-14
100000067,100000067,murmansk,RU,0.2114,10.00,optical_rgb,none,none,obb+hbb,unassigned,coord_match,69.265086,33.343972,18,1267,812,0,sealand,267.9,171.7,1.07,2005-05-19
100000068,100000068,murmansk,RU,0.2114,10.00,optical_rgb,none,none,obb+hbb,unassigned,coord_match,69.265086,33.343972,18,1325,824,0,sealand,280.1,174.2,1.07,2005-06-11
100000069,100000069,murmansk,RU,0.2114,10.00,optical_rgb,none,none,obb+hbb,unassigned,coord_match,69.265086,33.343972,18,1303,820,0,sealand,275.5,173.4,1.07,2007-05-23
100000070,100000070,murmansk,RU,0.2114,10.00,optical_rgb,none,none,obb+hbb,unassigned,coord_match,69.265086,33.343972,18,1314,828,0,sealand,277.8,175.1,1.07,2007-06-15
100000071,100000071,murmansk,RU,0.2112,10.00,optical_rgb,none,none,obb+hbb,unassigned,coord_match,69.290294,33.512236,18,1295,809,0,sea,273.5,170.8,1.07,2014-05-29
100000072,100000072,murmansk,RU,0.2112,10.00,optical_rgb,none,none,obb+hbb,unassigned,coord_match,69.290294,33.512236,18,1291,809,0,sea,272.6,170.8,1.07,2013-07-31
100000073,100000073,murmansk,RU,0.2118,10.00,optical_rgb,none,none,obb+hbb,unassigned,coord_match,69.230011,33.534169,18,1272,812,0,sea,269.4,172.0,1.07,2014-05-29
100000074,100000074,murmansk,RU,0.2118,10.00,optical_rgb,none,none,obb+hbb,unassigned,coord_match,69.230878,33.464586,18,1306,808,0,sea,276.6,171.1,1.07,2014-05-29
100000075,100000075,murmansk,RU,0.2133,10.00,optical_rgb,none,none,obb+hbb,unassigned,coord_match,69.072047,33.160889,18,1323,816,0,sea,282.2,174.1,1.07,2014-06-04
100000076,100000076,murmansk,RU,0.2134,10.00,optical_rgb,none,none,obb+hbb,unassigned,coord_match,69.066814,33.135281,18,1296,812,0,sea,276.5,173.2,1.07,2014-06-04
100000077,100000077,murmansk,RU,0.2134,10.00,optical_rgb,none,none,obb+hbb,unassigned,coord_match,69.060264,33.056186,18,1312,814,0,sea,280.0,173.7,1.07,2014-06-04
100000078,100000078,murmansk,RU,0.2137,10.00,optical_rgb,none,none,obb+hbb,unassigned,coord_match,69.030406,33.035986,18,1167,843,0,sea,249.4,180.2,1.07,2014-06-04
100000079,100000079,murmansk,RU,0.2139,10.00,optical_rgb,none,none,obb+hbb,unassigned,coord_match,69.013658,33.028703,18,1154,807,0,sea,246.8,172.6,1.07,2014-06-04
100000080,100000080,murmansk,RU,0.2139,10.00,optical_rgb,none,none,obb+hbb,unassigned,coord_match,69.013658,33.028703,18,1160,810,0,sea,248.1,173.2,1.07,2014-06-04
100000081,100000081,murmansk,RU,0.2141,10.00,optical_rgb,none,none,obb+hbb,unassigned,coord_match,68.992578,33.034306,18,1177,816,0,sea,252.0,174.7,1.07,2014-06-04
100000082,100000082,murmansk,RU,0.2143,10.00,optical_rgb,none,none,obb+hbb,unassigned,coord_match,68.964636,33.029958,18,1162,808,0,sea,249.1,173.2,1.07,2014-05-29
100000083,100000083,murmansk,RU,0.2143,10.00,optical_rgb,none,none,obb+hbb,unassigned,coord_match,68.964636,33.029958,18,1131,743,0,sea,242.4,159.3,1.07,2014-05-29
100000084,100000084,murmansk,RU,0.2144,10.00,optical_rgb,none,none,obb+hbb,unassigned,coord_match,68.955606,33.011433,18,1174,825,0,sealand,251.7,176.9,1.07,2014-05-29
100000085,100000085,murmansk,RU,0.2145,10.00,optical_rgb,none,none,obb+hbb,unassigned,coord_match,68.946536,33.016661,18,1155,792,0,sea,247.8,169.9,1.07,2014-08-05
100000086,100000086,murmansk,RU,0.2145,10.00,optical_rgb,none,none,obb+hbb,unassigned,coord_match,68.951739,33.013453,18,1159,796,0,sea,248.6,170.7,1.07,2014-08-05
100000087,100000087,murmansk,RU,0.2144,10.00,optical_rgb,none,none,obb+hbb,unassigned,coord_match,68.959208,33.022011,18,1110,717,0,sea,238.0,153.7,1.07,2014-08-05
100000088,100000088,murmansk,RU,0.2144,10.00,optical_rgb,none,none,obb+hbb,unassigned,coord_match,68.961981,33.027731,18,933,613,0,sea,200.0,131.4,1.07,2014-08-05
100000089,100000089,murmansk,RU,0.2141,10.00,optical_rgb,none,none,obb+hbb,unassigned,coord_match,68.986981,33.038531,18,1166,762,0,sea,249.7,163.2,1.07,2014-08-05
100000090,100000090,murmansk,RU,0.2141,10.00,optical_rgb,none,none,obb+hbb,unassigned,coord_match,68.986981,33.038531,18,1127,809,0,sealand,241.3,173.2,1.07,2014-08-05
100000091,100000091,murmansk,RU,0.2139,10.00,optical_rgb,none,none,obb+hbb,unassigned,coord_match,69.007053,33.034519,18,1133,816,0,sea,242.4,174.6,1.07,2014-08-05
100000092,100000092,murmansk,RU,0.2138,10.00,optical_rgb,none,none,obb+hbb,unassigned,coord_match,69.021028,33.037392,18,1164,809,0,sea,248.9,173.0,1.07,2014-06-04
100000093,100000093,murmansk,RU,0.2137,10.00,optical_rgb,none,none,obb+hbb,unassigned,coord_match,69.03065,33.042686,18,1156,837,0,sea,247.0,178.9,1.07,2014-06-04
100000094,100000094,murmansk,RU,0.2137,10.00,optical_rgb,none,none,obb+hbb,unassigned,coord_match,69.03065,33.042686,18,1163,793,0,sea,248.5,169.5,1.07,2014-06-04
100000095,100000095,murmansk,RU,0.2135,10.00,optical_rgb,none,none,obb+hbb,unassigned,coord_match,69.052781,33.048219,18,1160,812,0,sea,247.6,173.4,1.07,2014-06-04
100000096,100000096,murmansk,RU,0.2134,10.00,optical_rgb,none,none,obb+hbb,unassigned,coord_match,69.066139,33.132372,18,1153,805,0,sea,246.0,171.8,1.07,2014-06-04
100000097,100000097,murmansk,RU,0.2113,10.00,optical_rgb,none,none,obb+hbb,unassigned,coord_match,69.275383,33.463636,18,1143,801,0,sea,241.5,169.3,1.07,2013-07-31
100000098,100000098,murmansk,RU,0.2115,10.00,optical_rgb,none,none,obb+hbb,unassigned,coord_match,69.261156,33.275847,18,1138,773,0,sea,240.6,163.5,1.07,2013-07-31
100000099,100000099,murmansk,RU,0.2115,10.00,optical_rgb,none,none,obb+hbb,unassigned,coord_match,69.252467,33.461744,18,1157,806,0,sea,244.8,170.5,1.07,2013-07-31
100000100,100000100,murmansk,RU,0.2112,10.00,optical_rgb,none,none,obb+hbb,unassigned,coord_match,69.285328,33.441672,18,1128,798,0,sea,238.3,168.6,1.07,2012-05-14
100000101,100000101,murmansk,RU,0.2114,10.00,optical_rgb,none,none,obb+hbb,unassigned,coord_match,69.270942,33.441786,18,1166,819,0,sea,246.5,173.1,1.07,2012-05-14
100000102,100000102,murmansk,RU,0.2114,10.00,optical_rgb,none,none,obb+hbb,unassigned,coord_match,69.270942,33.441786,18,1143,804,0,sea,241.6,169.9,1.07,2012-05-14
100000103,100000103,murmansk,RU,0.2114,10.00,optical_rgb,none,none,obb+hbb,unassigned,coord_match,69.2711,33.424317,18,1157,815,0,sealand,244.5,172.3,1.07,2007-06-15
100000104,100000104,murmansk,RU,0.2115,10.00,optical_rgb,none,none,obb+hbb,unassigned,coord_match,69.252469,33.505514,18,1134,740,0,sea,239.9,156.5,1.07,2007-06-15
100000105,100000105,murmansk,RU,0.2118,10.00,optical_rgb,none,none,obb+hbb,unassigned,coord_match,69.224592,33.515594,18,1151,813,0,sea,243.8,172.2,1.07,2007-06-15
100000106,100000106,murmansk,RU,0.2118,10.00,optical_rgb,none,none,obb+hbb,unassigned,coord_match,69.22645,33.415789,18,1084,674,0,sea,229.6,142.8,1.07,2007-06-15
100000107,100000107,murmansk,RU,0.2118,10.00,optical_rgb,none,none,obb+hbb,unassigned,coord_match,69.228956,33.437292,18,1102,772,0,sea,233.4,163.5,1.07,2007-06-15
100000108,100000108,murmansk,RU,0.2119,10.00,optical_rgb,none,none,obb+hbb,unassigned,coord_match,69.214444,33.288114,18,1179,819,0,sealand,249.8,173.6,1.07,2014-05-29
100000109,100000109,murmansk,RU,0.2119,10.00,optical_rgb,none,none,obb+hbb,unassigned,coord_match,69.216208,33.303217,18,1165,825,0,sealand,246.9,174.8,1.07,2014-05-29
100000110,100000110,murmansk,RU,0.2119,10.00,optical_rgb,none,none,obb+hbb,unassigned,coord_match,69.216208,33.303217,18,1162,767,0,sealand,246.2,162.5,1.07,2013-07-31
100000111,100000111,murmansk,RU,0.2119,10.00,optical_rgb,none,none,obb+hbb,unassigned,coord_match,69.214444,33.288114,18,1155,809,0,sealand,244.8,171.4,1.07,2013-07-31
100000112,100000112,murmansk,RU,0.2119,10.00,optical_rgb,none,none,obb+hbb,unassigned,coord_match,69.214444,33.288114,18,1177,806,0,sealand,249.4,170.8,1.07,2013-05-23
100000113,100000113,murmansk,RU,0.2119,10.00,optical_rgb,none,none,obb+hbb,unassigned,coord_match,69.216208,33.303217,18,1170,821,0,sealand,247.9,174.0,1.07,2013-05-23
100000114,100000114,murmansk,RU,0.2119,10.00,optical_rgb,none,none,obb+hbb,unassigned,coord_match,69.216208,33.303217,18,1176,816,0,sealand,249.2,172.9,1.07,2012-05-14
100000115,100000115,murmansk,RU,0.2119,10.00,optical_rgb,none,none,obb+hbb,unassigned,coord_match,69.214444,33.288114,18,1177,799,0,sealand,249.4,169.3,1.07,2012-05-14
100000116,100000116,murmansk,RU,0.2119,10.00,optical_rgb,none,none,obb+hbb,unassigned,coord_match,69.214444,33.288114,18,1157,818,0,sealand,245.2,173.3,1.07,2010-06-25
